S.No.,Store Name,Address,Timings,Services,Image URL,No of Reviews,Ratings,About,Store URL,No of Products,Store City,Contact
584,Downtown Mall,"Shop No 14, Block C, Ground Floor, Downtown Mall, Action Area Iii, Rajarhat, Kolkata, West Bengal, 700156",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST435%2Ffront%2520(1).jpg&w=3840&q=75,1430,4.9,"Lenskart Downtown Mall eyewear store is located at kolkata. It is one of the best optical stores in kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Downtown Mall is the perfect choice for you. The address of this store is Shop No 14, Block C, Ground Floor, Downtown Mall, Action Area Iii, Rajarhat, Kolkata, West Bengal, 700156, Downtown Mall, kolkata, West Bengal - 700156.",https://www.lenskart.com/stores/lenskart-com-downtown-mall-optometrists-rajarhat-north-24-parganas-78290/Home,980,Kolkata,9643471435
585,Basirhat Road Malancha Bazar,"Ground Floor, Plot No 20, Basirhat Road, Malancha, Kolkata, West Bengal, 743425",10:30 AM-08:30 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,549,5.0,"Lenskart Basirhat Road Malancha Bazar eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Basirhat Road Malancha Bazar is the perfect choice for you. The address of this store is Ground Floor, Plot No 20, Basirhat Road, Malancha, Kolkata, West Bengal, 743425, Basirhat Road Malancha Bazar, Kolkata, West Bengal - 743425.",https://www.lenskart.com/stores/lenskart-com-malancha-north-24-parganas-malancha-712036/Home,0,Kolkata,9811037945
586,Flagship Store Camac Street,"Ground Floor, Mansarovar Building, 3B Camac Street, Kolkata, West Bengal, 700016",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,1095,4.9,"Lenskart Flagship Store Camac Street eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Flagship Store Camac Street is the perfect choice for you. The address of this store is Ground Floor, Mansarovar Building, 3B Camac Street, Kolkata, West Bengal, 700016, Flagship Store Camac Street, Kolkata, West Bengal - 700016.",https://www.lenskart.com/stores/lenskart-com-flagship-store-camac-street-camac-street-kolkata-623043/Home,0,Kolkata,8929761215
587,Minto Park AJC Bose Road,"230A, Chitrakoot Building, Minto Park, Acharya Jagadish Chandra Bose Road, Minto Park, Chitrakoot Building, Kolkata, West Bengal, 700020",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST1153%2F1.jpeg&w=3840&q=75,1260,4.9,"Lenskart Minto Park AJC Bose Road eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Minto Park AJC Bose Road is the perfect choice for you. The address of this store is 230A, Chitrakoot Building, Minto Park, Acharya Jagadish Chandra Bose Road, Minto Park, Chitrakoot Building, Kolkata, West Bengal, 700020, Minto Park AJC Bose Road, Kolkata, West Bengal - 700020.",https://www.lenskart.com/stores/lenskart-com-ajc-bose-road-minto-park-kolkata-683481/Home,1142,Kolkata,9311773739
588,Dhakuria,"Shop No 40/2/1, Ground Floor, Gariahat Road South, Near Carmel School, Dhakuria, Selimpur, Kolkata, West Bengal, 700031",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,1900,4.9,"Lenskart Dhakuria eyewear store is located at kolkata. It is one of the best optical stores in kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Dhakuria is the perfect choice for you. The address of this store is Shop No 40/2/1, Ground Floor, Gariahat Road South, Near Carmel School, Dhakuria, Selimpur, Kolkata, West Bengal, 700031, Dhakuria, kolkata, West Bengal - 700031.",https://www.lenskart.com/stores/lenskart-com-dhakuria-optometrists-jadavpur-kolkata-78381/Home,1019,Kolkata,8447461444
589,Rajballab Para Shyambazar Kolkata,"74A, Bhupendra Bose Avenue, Rajballab Para, Shyam Bazar, Gate No 04, Opposite Shyam Bazar Metro Station, Kolkata, West Bengal, 700004",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,Not reviewed,Not rated,"Lenskart Rajballab Para Shyambazar Kolkata eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Rajballab Para Shyambazar Kolkata is the perfect choice for you. The address of this store is 74A, Bhupendra Bose Avenue, Rajballab Para, Shyam Bazar, Gate No 04, Opposite Shyam Bazar Metro Station, Kolkata, West Bengal, 700004, Rajballab Para Shyambazar Kolkata, Kolkata, West Bengal - 700004.",https://www.lenskart.com/stores/lenskart-com-rajballab-para-shyambazar-kolkata-rajballab-para-shyam-bazar-kolkata-794989/Home,0,Kolkata,3368202505
590,Park Street,"29 Park Street, Karnani Mansion, Park Street, Near Park Hotel, Kolkata, West Bengal, 700016",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,2134,4.9,"Lenskart Park Street eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Park Street is the perfect choice for you. The address of this store is 29 Park Street, Karnani Mansion, Park Street, Near Park Hotel, Kolkata, West Bengal, 700016, Park Street, Kolkata, West Bengal - 700016.",https://www.lenskart.com/stores/lenskart-com-park-street-park-street-kolkata-385557/Home,1083,Kolkata,8447933097
591,"Sector 5, Salt Lake","Shop No 3, Plot No G1, Infinity Benchmark, Sector 5, Salt Lake, Rdb Cinema Hall, Kolkata, West Bengal, 700091",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST177%2F1.jpeg&w=3840&q=75,2109,4.9,"Lenskart Sector 5, Salt Lake eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Sector 5, Salt Lake is the perfect choice for you. The address of this store is Shop No 3, Plot No G1, Infinity Benchmark, Sector 5, Salt Lake, Rdb Cinema Hall, Kolkata, West Bengal, 700091, Sector 5, Salt Lake, Kolkata, West Bengal - 700091.",https://www.lenskart.com/stores/optometrist-sunglasses-salt-lake-sector-5-kolkata-60920/Home,1005,Kolkata,7428891177
592,Hridaypur,"74/4/2 Jessore Road, Sisir Kunja, Hridaypur, Madhyamgram, Opposite Star Mall, Kolkata, West Bengal, 700127",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST900%2F1.jpg&w=3840&q=75,1841,4.9,"Lenskart Hridaypur eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Hridaypur is the perfect choice for you. The address of this store is 74/4/2 Jessore Road, Sisir Kunja, Hridaypur, Madhyamgram, Opposite Star Mall, Kolkata, West Bengal, 700127, Hridaypur, Kolkata, West Bengal - 700127.",https://www.lenskart.com/stores/lenskart-com-star-mall-junction-barasat-kolkata-287176/Home,871,Kolkata,8929341796
593,Sonarpur Station Road,"Nandi’s Grocery Stores, Ground Floor, Nandi Bhawan, Below Axis Bank & Bandhan Bank, Sonarpur Station Road, Sonarpur, Kolkata, West Bengal, 700150",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,764,4.9,"Lenskart Sonarpur Station Road eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Sonarpur Station Road is the perfect choice for you. The address of this store is Nandi’s Grocery Stores, Ground Floor, Nandi Bhawan, Below Axis Bank & Bandhan Bank, Sonarpur Station Road, Sonarpur, Kolkata, West Bengal, 700150, Sonarpur Station Road, Kolkata, West Bengal - 700150.",https://www.lenskart.com/stores/lenskart-com-sonarpur-station-road-sonarpur-kolkata-846342/Home,941,Kolkata,9873165386
594,Baguihati,"Joramandir Shastry Bagan, Vip Road, Desh Bandhu Nagar, Baguihati, Allahabad Bank, Kolkata, West Bengal, 700059",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,891,4.8,"Lenskart Baguihati eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Baguihati is the perfect choice for you. The address of this store is Joramandir Shastry Bagan, Vip Road, Desh Bandhu Nagar, Baguihati, Allahabad Bank, Kolkata, West Bengal, 700059, Baguihati, Kolkata, West Bengal - 700059.",https://www.lenskart.com/stores/optometrist-sunglasses-desh-bandhu-nagar-kolkata-60937/Home,572,Kolkata,7428891194
595,Dum Dum Road,"40, Arpan Apartment, Dum Dum Station Road, Dum Dum Station Road, Near Bus Stand Surer Math, Kolkata, West Bengal, 700074",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST467%2F1.jpg&w=3840&q=75,1714,4.9,"Lenskart Dum Dum Road eyewear store is located at kolkata. It is one of the best optical stores in kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Dum Dum Road is the perfect choice for you. The address of this store is 40, Arpan Apartment, Dum Dum Station Road, Dum Dum Station Road, Near Bus Stand Surer Math, Kolkata, West Bengal, 700074, Dum Dum Road, kolkata, West Bengal - 700074.",https://www.lenskart.com/stores/lenskart-com-dum-dum-road-dum-dum-station-road-kolkata-49950/Home,854,Kolkata,9643951467
596,Kankurgachi,"Shop No 16/1, Cit Road, Kankurgachi, Beside Hong Kong Restaurant, Kolkata, West Bengal, 700054",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,1286,4.9,"Lenskart Kankurgachi eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Kankurgachi is the perfect choice for you. The address of this store is Shop No 16/1, Cit Road, Kankurgachi, Beside Hong Kong Restaurant, Kolkata, West Bengal, 700054, Kankurgachi, Kolkata, West Bengal - 700054.",https://www.lenskart.com/stores/optometrist-sunglasses-kankurgachi-kolkata-60938/Home,750,Kolkata,7428891195
597,Mani Square Mall,"Ground Floor, Unit No G09, Mani Square Mall, 164/1 Manikatala Main Road, Em Bypass, Manikatala, Mani Square Mall, Kolkata, West Bengal, 700054",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,1854,4.9,"Lenskart Mani Square Mall eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Mani Square Mall is the perfect choice for you. The address of this store is Ground Floor, Unit No G09, Mani Square Mall, 164/1 Manikatala Main Road, Em Bypass, Manikatala, Mani Square Mall, Kolkata, West Bengal, 700054, Mani Square Mall, Kolkata, West Bengal - 700054.",https://www.lenskart.com/stores/lenskart-com-mani-square-mall-manikatala-kolkata-737308/Home,1189,Kolkata,8929327349
598,"City Centre 1 Mall, Salt Lake","Shop No A005, Ground Floor, Dc Block, City Center 1 Mall, Sector 1, Salt Lake, Near Shoppers Stop Entry Gate, Kolkata, West Bengal, 700064",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST196%2F1.jpeg&w=3840&q=75,1562,4.9,"Lenskart City Centre 1 Mall, Salt Lake eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart City Centre 1 Mall, Salt Lake is the perfect choice for you. The address of this store is Shop No A005, Ground Floor, Dc Block, City Center 1 Mall, Sector 1, Salt Lake, Near Shoppers Stop Entry Gate, Kolkata, West Bengal, 700064, City Centre 1 Mall, Salt Lake, Kolkata, West Bengal - 700064.",https://www.lenskart.com/stores/optometrist-sunglasses-salt-lake-city-sector-1-kolkata-60939/Home,0,Kolkata,7428891196
599,Gora Bazar,"17, Manujendra Dutta Road, Gora Bazar, Dum Dum, Gora Bazar, Near Bank Of India, Kolkata, West Bengal, 700028",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,1288,4.9,"Lenskart Gora Bazar eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Gora Bazar is the perfect choice for you. The address of this store is 17, Manujendra Dutta Road, Gora Bazar, Dum Dum, Gora Bazar, Near Bank Of India, Kolkata, West Bengal, 700028, Gora Bazar, Kolkata, West Bengal - 700028.",https://www.lenskart.com/stores/lenskart-com-gora-bazar-gora-bazar-kolkata-738385/Home,1114,Kolkata,9711191494
600,Elgin Road,"Elgin Road 6A, Lala Lajpat Rai, Sarani, Bhowanipore, Bhowanipore, Besides Bhowanipore College, Kolkata, West Bengal, 700020",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST495%2F1.jpg&w=3840&q=75,2190,4.9,"Lenskart Elgin Road eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Elgin Road is the perfect choice for you. The address of this store is Elgin Road 6A, Lala Lajpat Rai, Sarani, Bhowanipore, Bhowanipore, Besides Bhowanipore College, Kolkata, West Bengal, 700020, Elgin Road, Kolkata, West Bengal - 700020.",https://www.lenskart.com/stores/lenskart-com-elgin-road-bhowanipore-kolkata-327282/Home,2249,Kolkata,9711541495
601,Barasat,"Shop No 77/1, Ground Floor, Dakshin Para, Jossore Road, Barasat, Near Barasat Bazar Post Office, Kolkata, West Bengal, 700124",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST206%2FWhatsApp%2520Image%25202019-12-30%2520at%25205.25.39%2520PM.jpeg&w=3840&q=75,2537,4.8,"Lenskart Barasat eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Barasat is the perfect choice for you. The address of this store is Shop No 77/1, Ground Floor, Dakshin Para, Jossore Road, Barasat, Near Barasat Bazar Post Office, Kolkata, West Bengal, 700124, Barasat, Kolkata, West Bengal - 700124.",https://www.lenskart.com/stores/optometrist-sunglasses-barasat-barasat-60947/Home,1167,Kolkata,7428891206
602,City Centre 2 Mall,"Shop No 11, Ground Floor, Action Area Ii, D Block, Newtown, City Centre 2 Mall, Kolkata, West Bengal, 700157",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST207%2F1.jpeg&w=3840&q=75,4632,4.9,"Lenskart City Centre 2 Mall eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart City Centre 2 Mall is the perfect choice for you. The address of this store is Shop No 11, Ground Floor, Action Area Ii, D Block, Newtown, City Centre 2 Mall, Kolkata, West Bengal, 700157, City Centre 2 Mall, Kolkata, West Bengal - 700157.",https://www.lenskart.com/stores/optometrist-sunglasses-newtown-kolkata-60948/Home,979,Kolkata,7428891207
603,Gariahat,"Shop No 8A, Dover Lane, Gariahat, Beside Police Station, Kolkata, West Bengal, 700029",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST208%2FWhatsApp%2520Image%25202019-12-02%2520at%25203.28.45%2520PM.jpeg&w=3840&q=75,2387,4.9,"Lenskart Gariahat eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Gariahat is the perfect choice for you. The address of this store is Shop No 8A, Dover Lane, Gariahat, Beside Police Station, Kolkata, West Bengal, 700029, Gariahat, Kolkata, West Bengal - 700029.",https://www.lenskart.com/stores/optometrist-sunglasses-gariahat-kolkata-60949/Home,1288,Kolkata,7428891208
604,Lake Mall,"Shop No 204, Second Floor, Lake Mall, 104, Rashbehari Avenue, Kalighat, Kalighat, Lake Mall, Kolkata, West Bengal, 700029",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST209%2FWhatsApp%2520Image%25202019-11-30%2520at%25204.19.41%2520PM.jpeg&w=3840&q=75,2770,4.9,"Lenskart Lake Mall eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Lake Mall is the perfect choice for you. The address of this store is Shop No 204, Second Floor, Lake Mall, 104, Rashbehari Avenue, Kalighat, Kalighat, Lake Mall, Kolkata, West Bengal, 700029, Lake Mall, Kolkata, West Bengal - 700029.",https://www.lenskart.com/stores/optometrist-sunglasses-lake-market-kolkata-60950/Home,983,Kolkata,7428891209
605,Kamarhati,"Vivekanand Park, Panihati, Kamarhati, North 24 Parganas, Near Tetul Tala Bus Stop, Kolkata, West Bengal, 700058",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,870,4.9,"Lenskart Kamarhati eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Kamarhati is the perfect choice for you. The address of this store is Vivekanand Park, Panihati, Kamarhati, North 24 Parganas, Near Tetul Tala Bus Stop, Kolkata, West Bengal, 700058, Kamarhati, Kolkata, West Bengal - 700058.",https://www.lenskart.com/stores/lenskart-com-kamarhati-kamarhati-kolkata-363661/Home,843,Kolkata,8447820839
606,Dankuni,"Plot No 2171, K N Mukherjee Road, North Subhas Pally, Ward No 9, Opposite Pravat Sandhya Building, Dankuni, Kolkata, West Benagal, 712311",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,1498,4.9,"Lenskart Dankuni eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Dankuni is the perfect choice for you. The address of this store is Plot No 2171, K N Mukherjee Road, North Subhas Pally, Ward No 9, Opposite Pravat Sandhya Building, Dankuni, Kolkata, West Benagal, 712311, Dankuni, Kolkata, West Bengal - 712311.",https://www.lenskart.com/stores/lenskart-com-dankuni-dankuni-kolkata-503049/Home,1115,Kolkata,8447895835
607,Prince Anwarshah Road,"188/40 Prince Anwarshah Road, Anwarshah Road, Near Apollo Clinic, Kolkata, West Bengal, 700045",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST771%2F10.jpeg&w=3840&q=75,2925,4.9,"Lenskart Prince Anwarshah Road eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Prince Anwarshah Road is the perfect choice for you. The address of this store is 188/40 Prince Anwarshah Road, Anwarshah Road, Near Apollo Clinic, Kolkata, West Bengal, 700045, Prince Anwarshah Road, Kolkata, West Bengal - 700045.",https://www.lenskart.com/stores/lenskart-com-prince-anwarshah-road-anwarshah-road-kolkata-179829/Home,1041,Kolkata,8929033956
608,Mahamaya Tala,"Arghya Apartment, 24 Garia Main Road, Garia, Near Mahamayatala Motor Training School, Kolkata, West Bengal, 700084",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,1358,4.9,"Lenskart Mahamaya Tala eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Mahamaya Tala is the perfect choice for you. The address of this store is Arghya Apartment, 24 Garia Main Road, Garia, Near Mahamayatala Motor Training School, Kolkata, West Bengal, 700084, Mahamaya Tala, Kolkata, West Bengal - 700084.",https://www.lenskart.com/stores/lenskart-com-mahamayatala-west-bengal-kolkata-643997/Home,1003,Kolkata,8929327329
609,Kalighat,"117, A S P Mukherjee Road, Rash Behari Crossing, Near Kalighat Metro Gate No 3, Kalighat, Kolkata, West Bengal, 700026",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FStore_Static_Image%2FLenskartStoreFrontImageCompressed.png&w=3840&q=75,530,4.9,"Lenskart Kalighat eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Kalighat is the perfect choice for you. The address of this store is 117, A S P Mukherjee Road, Rash Behari Crossing, Near Kalighat Metro Gate No 3, Kalighat, Kolkata, West Bengal, 700026, Kalighat, Kolkata, West Bengal - 700026.",https://www.lenskart.com/stores/lenskart-com-kalighat-kalighat-kolkata-687153/Home,819,Kolkata,9582516586
610,Diamond Plaza Mall,"Shop No 68, First Floor, Jessore Road, Shyam Nagar, Diamond Plaza Mall, Beside W, Kolkata, West Bengal, 700055",11:00 AM-09:00 PM,"Eye Test, Repair, Purchase",https://www.lenskart.com/stores/_next/image?url=https%3A%2F%2Fmy-lkstore.lenskart.com%2Fstore_locator_image%2FLKST253%2FWhatsApp%2520Image%25202019-12-30%2520at%25205.27.07%2520PM.jpeg&w=3840&q=75,1976,4.9,"Lenskart Diamond Plaza Mall eyewear store is located at Kolkata. It is one of the best optical stores in Kolkata with immense number of Eyeglasses , sunglasses & contact lens options to choose from. The store offers free eye check up to its customers which is performed by certified Optometrist. The free eye test service is available across all stores in India. If you are searching for the best optician near you then Lenskart Diamond Plaza Mall is the perfect choice for you. The address of this store is Shop No 68, First Floor, Jessore Road, Shyam Nagar, Diamond Plaza Mall, Beside W, Kolkata, West Bengal, 700055, Diamond Plaza Mall, Kolkata, West Bengal - 700055.",https://www.lenskart.com/stores/optometrist-sunglasses-shyam-nagar-north-24-parganas-60986/Home,1031,Kolkata,7428891253
